,PREDATOR,PREY
130,"large-intermediate_schooling_fish,_pelagic","large-intermediate_schooling_fish,_pelagic"
131,"large-intermediate_schooling_fish,_pelagic","intermediate_reef_fish,_herbivorous"
132,"large-intermediate_schooling_fish,_pelagic","small_schooling_fish,_pelagic"
133,"large-intermediate_schooling_fish,_pelagic","Engraulidae,_herbivorous"
134,"large-intermediate_schooling_fish,_pelagic",shrimps/hermit_crabs/stomatopods
135,"large-intermediate_schooling_fish,_pelagic",polychaetes/priapuloids/ophiuroids
136,"large-intermediate_schooling_fish,_pelagic",zooplankton
137,"large-intermediate_schooling_fish,_pelagic",benthic_autotrophs
138,"intermediate_reef_fish,_carnivorous2","intermediate_jacks,_carnivorous"
139,"intermediate_reef_fish,_carnivorous2","large-intermediate_schooling_fish,_pelagic"
140,"intermediate_reef_fish,_carnivorous2","intermediate_reef_fish,_carnivorous2"
141,"intermediate_reef_fish,_carnivorous2","large_reef_fish,_carnivorous"
142,"intermediate_reef_fish,_carnivorous2","intermediate_reef_fish,_carnivorous3"
143,"intermediate_reef_fish,_carnivorous2","small_schooling_fish,_pelagic"
144,"intermediate_reef_fish,_carnivorous2","Engraulidae,_herbivorous"
145,"intermediate_reef_fish,_carnivorous2","small_reef_fish,_carnivorous2"
146,"intermediate_reef_fish,_carnivorous2",octopuses
147,"intermediate_reef_fish,_carnivorous2",lobsters
148,"intermediate_reef_fish,_carnivorous2",crabs
149,"intermediate_reef_fish,_carnivorous2",shrimps/hermit_crabs/stomatopods
150,"intermediate_reef_fish,_carnivorous2",amphipods/isopods/tanaids/pycnogonids
151,"intermediate_reef_fish,_carnivorous2",echinoids
152,"intermediate_reef_fish,_carnivorous2",gastropods
153,"intermediate_reef_fish,_carnivorous2",chitons/scaphopods
154,"intermediate_reef_fish,_carnivorous2",polychaetes/priapuloids/ophiuroids
155,"intermediate_reef_fish,_carnivorous2",holothuroids/sipunculids/echiuroids/hemichordates
156,"intermediate_reef_fish,_carnivorous2",bivalves
157,"intermediate_reef_fish,_carnivorous2",ascidians/barnacles/bryozoans
158,"intermediate_reef_fish,_carnivorous2",sponges
159,"intermediate_reef_fish,_carnivorous2",corals/sea_anemones
160,"intermediate_reef_fish,_carnivorous2",zooplankton
161,"intermediate_reef_fish,_carnivorous2",benthic_autotrophs
162,"hemiramphidae,_herbivorous","small_schooling_fish,_pelagic"
163,"hemiramphidae,_herbivorous",benthic_autotrophs
164,"kyphosidae,_herbivorous",benthic_autotrophs
165,"intermediate_reef_fish,_herbivorous",shrimps/hermit_crabs/stomatopods
166,"intermediate_reef_fish,_herbivorous",gastropods
167,"intermediate_reef_fish,_herbivorous",polychaetes/priapuloids/ophiuroids
168,"intermediate_reef_fish,_herbivorous",zooplankton
169,"intermediate_reef_fish,_herbivorous",benthic_autotrophs
170,"intermediate_reef_fish,_herbivorous",detritus/POM/DOM
171,"large_reef_fish,_carnivorous","large_jacks,_carnivorous"
172,"large_reef_fish,_carnivorous","intermediate_jacks,_carnivorous"
173,"large_reef_fish,_carnivorous","small_jacks,_carnivrous"
174,"large_reef_fish,_carnivorous","intermediate_reef_fish,_carnivorous1"
175,"large_reef_fish,_carnivorous","large-intermediate_schooling_fish,_pelagic"
176,"large_reef_fish,_carnivorous","intermediate_reef_fish,_carnivorous2"
177,"large_reef_fish,_carnivorous","intermediate_reef_fish,_herbivorous"
178,"large_reef_fish,_carnivorous","large_reef_fish,_carnivorous"
179,"large_reef_fish,_carnivorous","intermediate_reef_fish,_carnivorous3"
180,"large_reef_fish,_carnivorous","small_reef_fish,_carnivorous1"
181,"large_reef_fish,_carnivorous","small_schooling_fish,_pelagic"
182,"large_reef_fish,_carnivorous","Engraulidae,_herbivorous"
183,"large_reef_fish,_carnivorous","small_reef_fish,_omnivorous1"
184,"large_reef_fish,_carnivorous","small_reef_fish,_omnivorous2"
185,"large_reef_fish,_carnivorous","large_Scaridae,_herbivorous"
186,"large_reef_fish,_carnivorous","intermediate_Scaridae,_herbivorous"
187,"large_reef_fish,_carnivorous","small_Scaridae,_herbivorous"
188,"large_reef_fish,_carnivorous","Blenniidae,_herbivorous"
189,"large_reef_fish,_carnivorous",squids
190,"large_reef_fish,_carnivorous",octopuses
191,"large_reef_fish,_carnivorous",lobsters
192,"large_reef_fish,_carnivorous",crabs
193,"large_reef_fish,_carnivorous",shrimps/hermit_crabs/stomatopods
194,"large_reef_fish,_carnivorous",echinoids
195,"large_reef_fish,_carnivorous",gastropods
196,"large_reef_fish,_carnivorous",bivalves
197,"large_reef_fish,_carnivorous",zooplankton
198,"intermediate_reef_fish,_carnivorous3","small_jacks,_carnivrous"
199,"intermediate_reef_fish,_carnivorous3","large-intermediate_schooling_fish,_pelagic"
200,"intermediate_reef_fish,_carnivorous3","intermediate_reef_fish,_carnivorous2"
201,"intermediate_reef_fish,_carnivorous3","intermediate_reef_fish,_herbivorous"
202,"intermediate_reef_fish,_carnivorous3","intermediate_reef_fish,_carnivorous3"
203,"intermediate_reef_fish,_carnivorous3","small_reef_fish,_carnivorous1"
204,"intermediate_reef_fish,_carnivorous3","small_schooling_fish,_pelagic"
205,"intermediate_reef_fish,_carnivorous3","Engraulidae,_herbivorous"
206,"intermediate_reef_fish,_carnivorous3","small_reef_fish,_carnivorous2"
207,"intermediate_reef_fish,_carnivorous3","small_reef_fish,_omnivorous1"
208,"intermediate_reef_fish,_carnivorous3","small_reef_fish,_omnivorous2"
209,"intermediate_reef_fish,_carnivorous3","small_reef_fish,_omnivorous3"
210,"intermediate_reef_fish,_carnivorous3","large_Scaridae,_herbivorous"
211,"intermediate_reef_fish,_carnivorous3","intermediate_Scaridae,_herbivorous"
212,"intermediate_reef_fish,_carnivorous3","small_Scaridae,_herbivorous"
213,"intermediate_reef_fish,_carnivorous3","Blenniidae,_herbivorous"
214,"intermediate_reef_fish,_carnivorous3","small_Gobiidae,_carnivorous"
215,"intermediate_reef_fish,_carnivorous3",octopuses
216,"intermediate_reef_fish,_carnivorous3",crabs
217,"intermediate_reef_fish,_carnivorous3",shrimps/hermit_crabs/stomatopods
218,"intermediate_reef_fish,_carnivorous3",amphipods/isopods/tanaids/pycnogonids
219,"intermediate_reef_fish,_carnivorous3",echinoids
220,"intermediate_reef_fish,_carnivorous3",gastropods
221,"intermediate_reef_fish,_carnivorous3",chitons/scaphopods
222,"intermediate_reef_fish,_carnivorous3",polychaetes/priapuloids/ophiuroids
223,"intermediate_reef_fish,_carnivorous3",holothuroids/sipunculids/echiuroids/hemichordates
224,"intermediate_reef_fish,_carnivorous3",bivalves
225,"intermediate_reef_fish,_carnivorous3",ascidians/barnacles/bryozoans
226,"intermediate_reef_fish,_carnivorous3",sponges
227,"intermediate_reef_fish,_carnivorous3",corals/sea_anemones
228,"intermediate_reef_fish,_carnivorous3",zooplankton
229,"intermediate_reef_fish,_carnivorous3",benthic_autotrophs
230,"small_reef_fish,_carnivorous1","large-intermediate_schooling_fish,_pelagic"
231,"small_reef_fish,_carnivorous1","intermediate_reef_fish,_carnivorous2"
232,"small_reef_fish,_carnivorous1","hemiramphidae,_herbivorous"
233,"small_reef_fish,_carnivorous1","small_reef_fish,_carnivorous1"
234,"small_reef_fish,_carnivorous1","small_schooling_fish,_pelagic"
235,"small_reef_fish,_carnivorous1","Engraulidae,_herbivorous"
236,"small_reef_fish,_carnivorous1","small_reef_fish,_carnivorous2"
237,"small_reef_fish,_carnivorous1","small_reef_fish,_omnivorous1"
238,"small_reef_fish,_carnivorous1","small_reef_fish,_omnivorous2"
239,"small_reef_fish,_carnivorous1","small_reef_fish,_omnivorous3"
240,"small_reef_fish,_carnivorous1","small_Scaridae,_herbivorous"
241,"small_reef_fish,_carnivorous1","Blenniidae,_herbivorous"
242,"small_reef_fish,_carnivorous1","small_Gobiidae,_carnivorous"
243,"small_reef_fish,_carnivorous1",crabs
244,"small_reef_fish,_carnivorous1",shrimps/hermit_crabs/stomatopods
245,"small_reef_fish,_carnivorous1",amphipods/isopods/tanaids/pycnogonids
246,"small_reef_fish,_carnivorous1",echinoids
247,"small_reef_fish,_carnivorous1",gastropods
248,"small_reef_fish,_carnivorous1",chitons/scaphopods
249,"small_reef_fish,_carnivorous1",polychaetes/priapuloids/ophiuroids
250,"small_reef_fish,_carnivorous1",holothuroids/sipunculids/echiuroids/hemichordates
251,"small_reef_fish,_carnivorous1",bivalves
252,"small_reef_fish,_carnivorous1",zooplankton
253,"small_reef_fish,_carnivorous1",benthic_autotrophs
254,"small_schooling_fish,_pelagic","small_schooling_fish,_pelagic"
255,"small_schooling_fish,_pelagic","Engraulidae,_herbivorous"
256,"small_schooling_fish,_pelagic",amphipods/isopods/tanaids/pycnogonids
257,"small_schooling_fish,_pelagic",ascidians/barnacles/bryozoans
258,"small_schooling_fish,_pelagic",zooplankton
259,"small_schooling_fish,_pelagic",decomposers/microfauna
260,"Engraulidae,_herbivorous",zooplankton
261,"Engraulidae,_herbivorous",phytoplankton
262,"Engraulidae,_herbivorous",detritus/POM/DOM
263,"small_reef_fish,_carnivorous2","intermediate_reef_fish,_carnivorous2"
264,"small_reef_fish,_carnivorous2","intermediate_reef_fish,_herbivorous"
265,"small_reef_fish,_carnivorous2","small_reef_fish,_carnivorous1"
266,"small_reef_fish,_carnivorous2","small_reef_fish,_carnivorous2"
267,"small_reef_fish,_carnivorous2","small_reef_fish,_omnivorous1"
268,"small_reef_fish,_carnivorous2","small_reef_fish,_omnivorous3"
269,"small_reef_fish,_carnivorous2","Blenniidae,_herbivorous"
270,"small_reef_fish,_carnivorous2","small_Gobiidae,_carnivorous"
271,"small_reef_fish,_carnivorous2",octopuses
272,"small_reef_fish,_carnivorous2",crabs
273,"small_reef_fish,_carnivorous2",shrimps/hermit_crabs/stomatopods
274,"small_reef_fish,_carnivorous2",amphipods/isopods/tanaids/pycnogonids
275,"small_reef_fish,_carnivorous2",gastropods
276,"small_reef_fish,_carnivorous2",chitons/scaphopods
277,"small_reef_fish,_carnivorous2",polychaetes/priapuloids/ophiuroids
278,"small_reef_fish,_carnivorous2",holothuroids/sipunculids/echiuroids/hemichordates
279,"small_reef_fish,_carnivorous2",bivalves
280,"small_reef_fish,_carnivorous2",zooplankton
281,"large_groupers,_carnivorous","large_sharks/rays,_carnivorous"
282,"large_groupers,_carnivorous","intermediate_reef_fish,_carnivorous2"
283,"large_groupers,_carnivorous","large_reef_fish,_carnivorous"
284,"large_groupers,_carnivorous",sea_turtles
285,"large_groupers,_carnivorous",lobsters
286,"large_groupers,_carnivorous",crabs
287,"intermediate_reef_fish,_carnivorous4",crabs
288,"intermediate_reef_fish,_carnivorous4",shrimps/hermit_crabs/stomatopods
289,"intermediate_reef_fish,_carnivorous4",asteroids
290,"intermediate_reef_fish,_carnivorous4",echinoids
291,"intermediate_reef_fish,_carnivorous4",polychaetes/priapuloids/ophiuroids
292,"intermediate_reef_fish,_carnivorous4",holothuroids/sipunculids/echiuroids/hemichordates
293,"intermediate_reef_fish,_carnivorous4",ascidians/barnacles/bryozoans
294,"intermediate_reef_fish,_carnivorous4",sponges
295,"intermediate_reef_fish,_carnivorous4",corals/sea_anemones
296,"intermediate_reef_fish,_carnivorous4",zooplankton
297,"intermediate_reef_fish,_carnivorous4",benthic_autotrophs
298,"small_reef_fish,_omnivorous1","large-intermediate_schooling_fish,_pelagic"
299,"small_reef_fish,_omnivorous1","intermediate_reef_fish,_carnivorous2"
300,"small_reef_fish,_omnivorous1","hemiramphidae,_herbivorous"
301,"small_reef_fish,_omnivorous1","small_reef_fish,_carnivorous1"
302,"small_reef_fish,_omnivorous1","small_schooling_fish,_pelagic"
303,"small_reef_fish,_omnivorous1","Engraulidae,_herbivorous"
304,"small_reef_fish,_omnivorous1","small_reef_fish,_carnivorous2"
305,"small_reef_fish,_omnivorous1","small_reef_fish,_omnivorous1"
306,"small_reef_fish,_omnivorous1","small_reef_fish,_omnivorous2"
307,"small_reef_fish,_omnivorous1","small_reef_fish,_omnivorous3"
308,"small_reef_fish,_omnivorous1","small_Scaridae,_herbivorous"
309,"small_reef_fish,_omnivorous1","Blenniidae,_herbivorous"
310,"small_reef_fish,_omnivorous1","small_Gobiidae,_carnivorous"
311,"small_reef_fish,_omnivorous1",crabs
312,"small_reef_fish,_omnivorous1",shrimps/hermit_crabs/stomatopods
313,"small_reef_fish,_omnivorous1",amphipods/isopods/tanaids/pycnogonids
314,"small_reef_fish,_omnivorous1",gastropods
315,"small_reef_fish,_omnivorous1",polychaetes/priapuloids/ophiuroids
316,"small_reef_fish,_omnivorous1",bivalves
317,"small_reef_fish,_omnivorous1",ascidians/barnacles/bryozoans
318,"small_reef_fish,_omnivorous1",sponges
319,"small_reef_fish,_omnivorous1",corals/sea_anemones
320,"small_reef_fish,_omnivorous1",zooplankton
321,"small_reef_fish,_omnivorous1",benthic_autotrophs
322,"small_reef_fish,_omnivorous1",detritus/POM/DOM
323,"small_reef_fish,_omnivorous2","small_reef_fish,_carnivorous1"
324,"small_reef_fish,_omnivorous2","small_schooling_fish,_pelagic"
325,"small_reef_fish,_omnivorous2","Engraulidae,_herbivorous"
326,"small_reef_fish,_omnivorous2","small_reef_fish,_carnivorous2"
327,"small_reef_fish,_omnivorous2","small_reef_fish,_omnivorous2"
328,"small_reef_fish,_omnivorous2","small_reef_fish,_omnivorous3"
329,"small_reef_fish,_omnivorous2","Blenniidae,_herbivorous"
330,"small_reef_fish,_omnivorous2","small_Gobiidae,_carnivorous"
331,"small_reef_fish,_omnivorous2",crabs
332,"small_reef_fish,_omnivorous2",shrimps/hermit_crabs/stomatopods
333,"small_reef_fish,_omnivorous2",amphipods/isopods/tanaids/pycnogonids
334,"small_reef_fish,_omnivorous2",asteroids
335,"small_reef_fish,_omnivorous2",echinoids
336,"small_reef_fish,_omnivorous2",gastropods
337,"small_reef_fish,_omnivorous2",polychaetes/priapuloids/ophiuroids
338,"small_reef_fish,_omnivorous2",holothuroids/sipunculids/echiuroids/hemichordates
339,"small_reef_fish,_omnivorous2",bivalves
340,"small_reef_fish,_omnivorous2",ascidians/barnacles/bryozoans
341,"small_reef_fish,_omnivorous2",sponges
342,"small_reef_fish,_omnivorous2",corals/sea_anemones
343,"small_reef_fish,_omnivorous2",zooplankton
344,"small_reef_fish,_omnivorous2",decomposers/microfauna
345,"small_reef_fish,_omnivorous2",benthic_autotrophs
346,"small_reef_fish,_omnivorous2",detritus/POM/DOM
347,"small_reef_fish,_omnivorous3",amphipods/isopods/tanaids/pycnogonids
348,"small_reef_fish,_omnivorous3",polychaetes/priapuloids/ophiuroids
349,"small_reef_fish,_omnivorous3",bivalves
350,"small_reef_fish,_omnivorous3",zooplankton
351,"small_reef_fish,_omnivorous3",benthic_autotrophs
352,"small_reef_fish,_omnivorous3",detritus/POM/DOM
353,"large_Scaridae,_herbivorous",sponges
354,"large_Scaridae,_herbivorous",corals/sea_anemones
355,"large_Scaridae,_herbivorous",benthic_autotrophs
356,"intermediate_Scaridae,_herbivorous",sponges
357,"intermediate_Scaridae,_herbivorous",benthic_autotrophs
358,"small_Scaridae,_herbivorous",benthic_autotrophs
359,"Blenniidae,_herbivorous",gastropods
360,"Blenniidae,_herbivorous",zooplankton
361,"Blenniidae,_herbivorous",benthic_autotrophs
362,"Blenniidae,_herbivorous",detritus/POM/DOM
363,"small_Gobiidae,_carnivorous",amphipods/isopods/tanaids/pycnogonids
364,sea_birds,"sharks/scombrids,_carnivorous"
365,sea_birds,"large_jacks,_carnivorous"
366,sea_birds,"intermediate_jacks,_carnivorous"
367,sea_birds,"small_jacks,_carnivrous"
368,sea_birds,"intermediate_reef_fish,_carnivorous1"
369,sea_birds,"large-intermediate_schooling_fish,_pelagic"
370,sea_birds,"intermediate_reef_fish,_carnivorous2"
371,sea_birds,"hemiramphidae,_herbivorous"
372,sea_birds,"intermediate_reef_fish,_herbivorous"
373,sea_birds,"large_reef_fish,_carnivorous"
374,sea_birds,"intermediate_reef_fish,_carnivorous3"
375,sea_birds,"small_reef_fish,_carnivorous1"
376,sea_birds,"small_schooling_fish,_pelagic"
377,sea_birds,"Engraulidae,_herbivorous"
378,sea_birds,"small_reef_fish,_carnivorous2"
379,sea_birds,"intermediate_reef_fish,_carnivorous4"
380,sea_birds,"small_reef_fish,_omnivorous1"
381,sea_birds,"small_reef_fish,_omnivorous2"
382,sea_birds,"large_Scaridae,_herbivorous"
383,sea_birds,"intermediate_Scaridae,_herbivorous"
384,sea_birds,"small_Scaridae,_herbivorous"
385,sea_birds,zooplankton
386,squids,"large-intermediate_schooling_fish,_pelagic"
387,squids,"hemiramphidae,_herbivorous"
388,squids,"small_schooling_fish,_pelagic"
389,squids,"Engraulidae,_herbivorous"
390,squids,squids
391,squids,shrimps/hermit_crabs/stomatopods
392,squids,zooplankton
393,sea_turtles,lobsters
394,sea_turtles,crabs
395,sea_turtles,shrimps/hermit_crabs/stomatopods
396,sea_turtles,asteroids
397,sea_turtles,echinoids
398,sea_turtles,gastropods
399,sea_turtles,bivalves
400,sea_turtles,ascidians/barnacles/bryozoans
401,sea_turtles,sponges
402,sea_turtles,corals/sea_anemones
403,sea_turtles,benthic_autotrophs
404,octopuses,"intermediate_reef_fish,_carnivorous2"
405,octopuses,"intermediate_reef_fish,_herbivorous"
406,octopuses,"large_reef_fish,_carnivorous"
407,octopuses,"intermediate_reef_fish,_carnivorous3"
408,octopuses,"small_reef_fish,_carnivorous1"
409,octopuses,"small_reef_fish,_carnivorous2"
410,octopuses,"small_reef_fish,_omnivorous1"
411,octopuses,"small_reef_fish,_omnivorous2"
412,octopuses,octopuses
413,octopuses,crabs
414,octopuses,shrimps/hermit_crabs/stomatopods
415,octopuses,gastropods
416,octopuses,chitons/scaphopods
417,octopuses,polychaetes/priapuloids/ophiuroids
418,octopuses,bivalves
419,lobsters,gastropods
420,lobsters,polychaetes/priapuloids/ophiuroids
421,lobsters,bivalves
422,lobsters,benthic_autotrophs
423,lobsters,detritus/POM/DOM
424,crabs,"small_reef_fish,_carnivorous1"
425,crabs,"small_reef_fish,_carnivorous2"
426,crabs,crabs
427,crabs,shrimps/hermit_crabs/stomatopods
428,crabs,amphipods/isopods/tanaids/pycnogonids
429,crabs,echinoids
430,crabs,gastropods
431,crabs,polychaetes/priapuloids/ophiuroids
432,crabs,holothuroids/sipunculids/echiuroids/hemichordates
433,crabs,bivalves
434,crabs,ascidians/barnacles/bryozoans
435,crabs,sponges
436,crabs,corals/sea_anemones
437,crabs,zooplankton
438,crabs,decomposers/microfauna
439,crabs,phytoplankton
440,crabs,benthic_autotrophs
441,crabs,detritus/POM/DOM
442,shrimps/hermit_crabs/stomatopods,"intermediate_reef_fish,_carnivorous2"
443,shrimps/hermit_crabs/stomatopods,"small_reef_fish,_carnivorous1"
444,shrimps/hermit_crabs/stomatopods,"Engraulidae,_herbivorous"
445,shrimps/hermit_crabs/stomatopods,"small_reef_fish,_carnivorous2"
446,shrimps/hermit_crabs/stomatopods,squids
447,shrimps/hermit_crabs/stomatopods,octopuses
448,shrimps/hermit_crabs/stomatopods,lobsters
449,shrimps/hermit_crabs/stomatopods,crabs
450,shrimps/hermit_crabs/stomatopods,shrimps/hermit_crabs/stomatopods
451,shrimps/hermit_crabs/stomatopods,amphipods/isopods/tanaids/pycnogonids
452,shrimps/hermit_crabs/stomatopods,asteroids
453,shrimps/hermit_crabs/stomatopods,echinoids
454,shrimps/hermit_crabs/stomatopods,gastropods
455,shrimps/hermit_crabs/stomatopods,chitons/scaphopods
